Player's Name,Height,Weight,Birthplace City,Birthplace State,College,College City,College State,Plays From,Plays From State,Birth Date,Exempt Status,Combined States,Birthplace City and State,College City and State,Plays From City and State,Headshot Link,,
Justin Walters,N/A,N/A,Durban,South Africa,North Carolina State University,Raleigh,North Carolina,"Jupiter, FL",Florida,11/23/1980,N/A,South Africa-North Carolina-Florida,"Durban, South Africa","Raleigh, North Carolina","Jupiter, Florida","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_27140.png",,
Sam Hutsby,N/A,N/A,Portsmouth,England,None,None,None,"Portsmouth, England",England,10/29/1988,N/A,England-None-England,"Portsmouth, England",N/A,"Portsmouth, England","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_29327.png",,
Lloyd Jefferson Go,N/A,N/A,Manila,Philippines,None,None,None,"Manila, Philippines",Philippines,8/23/1996,N/A,Philippines-None-Philippines,"Manila, Philippines",N/A,"Manila, Philippines","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_36325.png",,
David Horsey,N/A,N/A,Stockport,England,None,None,None,"Stockport, England",England,4/28/1985,N/A,England-None-England,"Stockport, England",N/A,"Stockport, England","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_30909.png",,
Rafa Cabrera Bello,"6'2""",179,Las Palmas,Spain,None,None,None,"Las Palmas, Spain",Spain,5/25/1984,N/A,Spain-None-Spain,"Las Palmas, Spain",N/A,"Las Palmas, Spain","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_26499.png",,
Jean Hugo,N/A,N/A,Pretoria,South Africa,None,None,None,"Pretoria, South Africa",South Africa,11/23/1975,N/A,South Africa-None-South Africa,"Pretoria, South Africa",N/A,"Pretoria, South Africa","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_20802.png",,
William McGirt,"5'8""",195,Lumberton,North Carolina,Wofford College,Spartanburg,South Carolina,"Fairmont, NC",North Carolina,6/21/1979,N/A,North Carolina-South Carolina-North Carolina,"Lumberton, North Carolina","Spartanburg, South Carolina","Fairmont, North Carolina","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_31202.png",,
Runchanapong Youprayong,N/A,N/A,Bangkok,Thailand,None,None,None,"Bangkok, Thailand",Thailand,8/23/1998,N/A,Thailand-None-Thailand,"Bangkok, Thailand",N/A,"Bangkok, Thailand","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_52134.png",,
,,,,,,,,,,,,,,,,,,
Hunter Epson,N/A,N/A,Long Beach,California,None,None,None,"Long Beach, CA",California,8/23/1995,N/A,California-None-California,"Long Beach, California",N/A,"Long Beach, California","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_46436.png",,
James Nicholas,N/A,N/A,Scarsdale,New York,Yale University,New Haven,Connecticut,"Scarsdale, NY",New York,3/23/1997,N/A,New York-Connecticut-New York,"Scarsdale, New York","New Haven, Connecticut","Scarsdale, New York","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_56763.png",,
Paul Haley II,N/A,N/A,Dallas,Texas,Georgia Tech,Atlanta,Georgia,"Dallas, TX",Texas,1/20/1988,N/A,Texas-Georgia-Texas,"Dallas, Texas","Atlanta, Georgia","Dallas, Texas","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_36371.png",,
Tom Lewis,N/A,N/A,Welwyn Garden City,England,None,None,None,"Welwyn Garden City, England",England,1/5/1991,N/A,England-None-England,"Welwyn Garden City, England",N/A,"Welwyn Garden City, England","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_33846.png",,
Bryce Garnett,N/A,N/A,Tallahassee,Florida,Florida State University,Tallahassee,Florida,"Tallahassee, FL",Florida,8/23/1998,N/A,Florida-Florida-Florida,"Tallahassee, Florida","Tallahassee, Florida","Tallahassee, Florida","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_58626.png",,
A.J. McInerney,N/A,N/A,Las Vegas,Nevada,"University of Nevada, Las Vegas",Las Vegas,Nevada,"Las Vegas, NV",Nevada,8/23/1996,N/A,Nevada-Nevada-Nevada,"Las Vegas, Nevada","Las Vegas, Nevada","Las Vegas, Nevada","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_57626.png",,
Sebastián Muñoz,N/A,N/A,Bogotá,Colombia,University of North Texas,Denton,Texas,"Jupiter, FL",Florida,1/4/1993,N/A,Colombia-Texas-Florida,"Bogotá, Colombia","Denton, Texas","Jupiter, Florida","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_38970.png",,
Ryan Lumsden,N/A,N/A,Edinburgh,Scotland,Northwestern University,Evanston,Illinois,"Edinburgh, Scotland",Scotland,8/23/1997,N/A,Scotland-Illinois-Scotland,"Edinburgh, Scotland","Evanston, Illinois","Edinburgh, Scotland","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_54540.png",,
Manuel Relancio Menendez,N/A,N/A,Madrid,Spain,None,None,None,"Madrid, Spain",Spain,3/23/1998,N/A,Spain-None-Spain,"Madrid, Spain",N/A,"Madrid, Spain","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_59829.png",,
Evan Harmeling,N/A,N/A,Andover,Massachusetts,Princeton University,Princeton,New Jersey,"Andover, MA",Massachusetts,8/23/1995,N/A,Massachusetts-New Jersey-Massachusetts,"Andover, Massachusetts","Princeton, New Jersey","Andover, Massachusetts","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_50256.png",,
David Lingmerth,"5'7""",175,TranAs,Sweden,University of Arkansas,Fayetteville,Arkansas,"Ponte Vedra Beach, FL",Florida,7/22/1987,N/A,Sweden-Arkansas-Florida,"TranAs, Sweden","Fayetteville, Arkansas","Ponte Vedra Beach, Florida","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_35510.png",,
Soren Kjeldsen,N/A,N/A,Odense,Denmark,None,None,None,"Odense, Denmark",Denmark,5/17/1975,N/A,Denmark-None-Denmark,"Odense, Denmark",N/A,"Odense, Denmark","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_22526.png",,
Evan Katz,N/A,N/A,Atlanta,Georgia,Duke University,Durham,North Carolina,"Atlanta, GA",Georgia,8/23/1996,N/A,Georgia-North Carolina-Georgia,"Atlanta, Georgia","Durham, North Carolina","Atlanta, Georgia","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_52547.png",,
D.J. Trahan,"6'3""",185,Spartanburg,South Carolina,Clemson University,Clemson,South Carolina,"Mount Pleasant, SC",South Carolina,12/18/1980,N/A,South Carolina-South Carolina-South Carolina,"Spartanburg, South Carolina","Clemson, South Carolina","Mount Pleasant, South Carolina","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_24924.png",,
Tom Murray,N/A,N/A,Manchester,England,None,None,None,"Manchester, England",England,3/23/1990,N/A,England-None-England,"Manchester, England",N/A,"Manchester, England","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_35231.png",,
Michael Kim,N/A,N/A,Toronto,Ontario,"University of California, Berkeley",Berkeley,California,"Toronto, Canada",N/A,8/23/1993,N/A,Ontario-California-N/A,"Toronto, Ontario","Berkeley, California","Toronto, Canada","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_47493.png",,
David Bradshaw,N/A,N/A,Belfast,Northern Ireland,None,None,None,"Belfast, Northern Ireland",Northern Ireland,3/23/1996,N/A,Northern Ireland-None-Northern Ireland,"Belfast, Northern Ireland",N/A,"Belfast, Northern Ireland","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51027.png",,
Tom Sloman,N/A,N/A,Brighton,England,None,None,None,"Brighton, England",England,8/23/1996,N/A,England-None-England,"Brighton, England",N/A,"Brighton, England","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_53562.png",,
Evan Grenus,N/A,N/A,Philadelphia,Pennsylvania,None,None,None,"Philadelphia, PA",Pennsylvania,8/23/1997,N/A,Pennsylvania-None-Pennsylvania,"Philadelphia, Pennsylvania",N/A,"Philadelphia, Pennsylvania","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_57621.png",,
Kornkamol Sukareekul,N/A,N/A,Bangkok,Thailand,None,None,None,"Bangkok, Thailand",Thailand,3/23/1995,N/A,Thailand-None-Thailand,"Bangkok, Thailand",N/A,"Bangkok, Thailand","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51508.png",,
Aaron Wise,"6'1""",180,Cape Town,South Africa,University of Oregon,Eugene,Oregon,"Jupiter, FL",Florida,6/21/1996,N/A,South Africa-Oregon-Florida,"Cape Town, South Africa","Eugene, Oregon","Jupiter, Florida","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_49964.png",,
Arjun Atwal,N/A,N/A,New Delhi,India,None,None,None,"Windermere, FL",Florida,3/20/1973,N/A,India-None-Florida,"New Delhi, India",N/A,"Windermere, Florida","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_01307.png",,
Morgan Hoffmann,N/A,N/A,Saddle Brook,New Jersey,Oklahoma State University,Stillwater,Oklahoma,"Jupiter, FL",Florida,8/23/1989,N/A,New Jersey-Oklahoma-Florida,"Saddle Brook, New Jersey","Stillwater, Oklahoma","Jupiter, Florida","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_34046.png",,
Scott Brown,N/A,N/A,Augusta,Georgia,University of South Carolina Aiken,Aiken,South Carolina,"Aiken, SC",South Carolina,5/22/1983,N/A,Georgia-South Carolina-South Carolina,"Augusta, Georgia","Aiken, South Carolina","Aiken, South Carolina","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_32150.png",,
Matt Sharpstene,N/A,N/A,Asheville,North Carolina,University of North Carolina,Chapel Hill,North Carolina,"Asheville, NC",North Carolina,8/23/1996,N/A,North Carolina-North Carolina-North Carolina,"Asheville, North Carolina","Chapel Hill, North Carolina","Asheville, North Carolina","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_52371.png",,
Ricardo Celia,N/A,N/A,Barranquilla,Colombia,Nova Southeastern University,Fort Lauderdale,Florida,"Barranquilla, Colombia",Colombia,3/23/1992,N/A,Colombia-Florida-Colombia,"Barranquilla, Colombia","Fort Lauderdale, Florida","Barranquilla, Colombia","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_45574.png",,
Daniel Gale,N/A,N/A,Sydney,Australia,None,None,None,"Sydney, Australia",Australia,8/23/1997,N/A,Australia-None-Australia,"Sydney, Australia",N/A,"Sydney, Australia","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_57558.png",,
Jako Van Zyl,N/A,N/A,Pretoria,South Africa,None,None,None,"Pretoria, South Africa",South Africa,2/20/1979,N/A,South Africa-None-South Africa,"Pretoria, South Africa",N/A,"Pretoria, South Africa","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_24910.png",,
Yoshitsugu Yuki,N/A,N/A,Tokyo,Japan,None,None,None,"Tokyo, Japan",Japan,3/23/1989,N/A,Japan-None-Japan,"Tokyo, Japan",N/A,"Tokyo, Japan","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_30826.png",,
Sangmoon Bae,N/A,N/A,Daegu,South Korea,None,None,None,"Daegu, South Korea",South Korea,6/21/1986,N/A,South Korea-None-South Korea,"Daegu, South Korea",N/A,"Daegu, South Korea","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_28158.png",,
Drew Nesbitt,N/A,N/A,Toronto,Ontario,None,None,None,"Toronto, Canada",N/A,8/23/1995,N/A,Ontario-None-N/A,"Toronto, Ontario",N/A,"Toronto, Canada","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_52363.png",,
Nathan Petronzio,N/A,N/A,Pittsburgh,Pennsylvania,Case Western Reserve University,Cleveland,Ohio,"Pittsburgh, PA",Pennsylvania,8/23/1999,N/A,Pennsylvania-Ohio-Pennsylvania,"Pittsburgh, Pennsylvania","Cleveland, Ohio","Pittsburgh, Pennsylvania","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_59441.png",,
Torey Edwards,N/A,N/A,Toronto,Ontario,None,None,None,"Toronto, Canada",N/A,3/23/1994,N/A,Ontario-None-N/A,"Toronto, Ontario",N/A,"Toronto, Canada","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_50237.png",,
Ryan Sullivan,N/A,N/A,Raleigh,North Carolina,University of North Carolina,Chapel Hill,North Carolina,"Raleigh, NC",North Carolina,8/23/1997,N/A,North Carolina-North Carolina-North Carolina,"Raleigh, North Carolina","Chapel Hill, North Carolina","Raleigh, North Carolina","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_58608.png",,
Alejandro Cañizares,N/A,N/A,Madrid,Spain,Arizona State University,Tempe,Arizona,"Madrid, Spain",Spain,4/9/1983,N/A,Spain-Arizona-Spain,"Madrid, Spain","Tempe, Arizona","Madrid, Spain","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_25717.png",,
Marc Warren,N/A,N/A,Rutherglen,Scotland,None,None,None,"Rutherglen, Scotland",Scotland,4/1/1981,N/A,Scotland-None-Scotland,"Rutherglen, Scotland",N/A,"Rutherglen, Scotland","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_25731.png",,
Michael Block,N/A,N/A,St. Louis,Missouri,University of Missouri-St. Louis,St. Louis,Missouri,"Mission Viejo, CA",California,6/15/1976,N/A,Missouri-Missouri-California,"St. Louis, Missouri","St. Louis, Missouri","Mission Viejo, California","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_23621.png",,
Tjaart van der Walt,N/A,N/A,Pretoria,South Africa,None,None,None,"Pretoria, South Africa",South Africa,8/25/1974,N/A,South Africa-None-South Africa,"Pretoria, South Africa",N/A,"Pretoria, South Africa","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_22444.png",,
Myles Lewis,N/A,N/A,New Orleans,Louisiana,None,None,None,"New Orleans, LA",Louisiana,8/23/1996,N/A,Louisiana-None-Louisiana,"New Orleans, Louisiana",N/A,"New Orleans, Louisiana","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_57627.png",,
Thomas Longbella,N/A,N/A,Chippewa Falls,Wisconsin,University of Minnesota,Minneapolis,Minnesota,"Chippewa Falls, WI",Wisconsin,8/23/1997,N/A,Wisconsin-Minnesota-Wisconsin,"Chippewa Falls, Wisconsin","Minneapolis, Minnesota","Chippewa Falls, Wisconsin","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_56181.png",,
Chris Baker,N/A,N/A,Brownstown,Indiana,Iowa State University,Ames,Iowa,"Jacksonville, FL",Florida,3/1/1986,N/A,Indiana-Iowa-Florida,"Brownstown, Indiana","Ames, Iowa","Jacksonville, Florida","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_32639.png",,
Ryan Brehm,N/A,N/A,Mount Pleasant,Michigan,Michigan State University,East Lansing,Michigan,"Mount Pleasant, MI",Michigan,4/5/1986,N/A,Michigan-Michigan-Michigan,"Mount Pleasant, Michigan","East Lansing, Michigan","Mount Pleasant, Michigan","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_36686.png",,
Mitch Sutton,N/A,N/A,Toronto,Ontario,None,None,None,"Toronto, Canada",N/A,8/23/1994,N/A,Ontario-None-N/A,"Toronto, Ontario",N/A,"Toronto, Canada","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_51342.png",,
Jack Wall,N/A,N/A,Ponte Vedra Beach,Florida,None,None,None,"Ponte Vedra Beach, FL",Florida,8/23/1998,N/A,Florida-None-Florida,"Ponte Vedra Beach, Florida",N/A,"Ponte Vedra Beach, Florida","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_58623.png",,
Martin Simonsen,N/A,N/A,Copenhagen,Denmark,None,None,None,"Copenhagen, Denmark",Denmark,3/23/1992,N/A,Denmark-None-Denmark,"Copenhagen, Denmark",N/A,"Copenhagen, Denmark","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_50827.png",,
Aaron Cockerill,N/A,N/A,Winnipeg,Manitoba,None,None,None,"Winnipeg, Canada",N/A,8/23/1992,N/A,Manitoba-None-N/A,"Winnipeg, Manitoba",N/A,"Winnipeg, Canada","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_46681.png",,
Ben Carr,N/A,N/A,Columbus,Georgia,Georgia Southern University,Statesboro,Georgia,"Columbus, GA",Georgia,8/23/1999,N/A,Georgia-Georgia-Georgia,"Columbus, Georgia","Statesboro, Georgia","Columbus, Georgia","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_60003.png",,
Josh Hill,N/A,N/A,Warrington,England,None,None,None,"Warrington, England",England,3/23/2004,N/A,England-None-England,"Warrington, England",N/A,"Warrington, England","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_58999.png",,
M.J. Daffue,N/A,N/A,Pretoria,South Africa,Lamar University,Beaumont,Texas,"Houston, TX",Texas,1/13/1989,N/A,South Africa-Texas-Texas,"Pretoria, South Africa","Beaumont, Texas","Houston, Texas","https://pga-tour-res.cloudinary.com/image/upload/c_fill,d_headshots_default.png,dpr_2.0,f_auto,g_face:center,h_350,q_auto,w_280/headshots_37342.png",,
